Georgian,National Democratic Party of Georgia,"დაარსდა 1988 წელს

მიმართულება: მემარჯვენე-ცენტრისტული

პარტიის თავმჯდომარეა ბაჩუქკი ქარდავა"
Georgian,National Party of Radical Democrats of Georgia,"დაარსდა 2004 წელს

მიმართულება: არ არის მითითებული

პარტიის თავმჯდომარეა შალვა კუპრაშვილი"
Georgian,New Rights,"დაარსდა 2001 წელს

მიმართულება: მემარჯვენე-ცენტრისტული

პარტიის თავმჯდომარეა ფიქრია ჩიხრაძე"
Georgian,Nikoloz Ivanishvili Public Democrats,"დაარსდა 2010 წელს

მიმართულება: ცენტრისტული

პარტიის თავმჯდომარეა ნიკოლოზ ივანიშვილი"
Georgian,Our Country,"დაარსდა 2007 წელს

მიმართულება: არ არის მითითებული

პარტიის თავმჯდომარეა თამაზ ღუღუნიშვილი"
Georgian,Party of Future,"დაარსდა 2007 წელს

მიმართულება: არ არის მითითებული

პარტიის თავმჯდომარეა გიორგი მაისაშვილი"
Georgian,People's Party,"დაარსდა 1998 წელს

მიმართულება: არ არის მითითებული

პარტიის თავმჯდომარეა მამუკა გიორგაძე"
Georgian,Public Alliance of Whole Georgia,"დაარსდა 2001 წელს

მიმართულება: არ არის მითითებული

პარტიის თავმჯდომარეა გოჩა ამირეჯიბი"
Georgian,Public Movement,
Georgian,Republican party,"დაარსდა 1993 წელს

მიმართულება: მემარჯვენე–ცენტრისტული

პარტიის თავმჯდომარეა დავით უსუფაშვილი"
Georgian,Right Wing Alliance Topadze Industrialists,"დაარსდა 2008 წელს

ბლოკში შემავალი პარტიები: მრეწველობა გადაარჩენს საქართველოს,  ეროვნული

დემოკრატიული პარტია (ედპ) და ერთობა

ბლოკის ლიდერია ჯუმბერ პატიაშვილი"
Georgian,Solidarity,"დაარსდა 1995 წელს

მიმართულება: მემარცხენე ცენტრისტული

პარტიის ლიდერია გიორგი ვარდიაშვილი"
Georgian,Sportsman's Union,"დაარსდა 1994 წელს

მიმართულება: ცენტრისტული

პარტიის თავმჯდომარეა ედიშერ მაჩაიძე"
Georgian,Tortladze Democratic Party,"დაარსდა 2007 წელს

მიმართულება: მემარჯვენე–ცენტრისტული

პარტიის თავმჯდომარეა გია თორთლაძე"
Georgian,Traditionalists - Our Georgia and Women's Party,"დაარსდა 2008 წელს

მიმართულება: არ არის მითითებული

ბლოკის ლიდერები არიან გოჩა ჯოჯუა და გუგული მაღრაძე"
Georgian,United Communist Party,"დაარსდა 1998 წელს

მიმართულება: მემარცხენე

პარტიის თავმჯდომარეა ნუგზარ ავალიანი"
Georgian,United National Movement,"დაარსდა 2001 წელს

მიმართულება: მემარჯვენე-ცენტრისტული

პარტიის თავმჯდომარეა მიხეილ სააკაშვილი"
Georgian,United Opposition,
Georgian,We Ourselves,"დაარსდა 2006 წელს

მიმართულება: მემარჯვენე–ცენტრისტული

პარტიის თავმჯდომარეა პაატა დავითაია"
Georgian,Average age of voters,
Georgian,Number of potential voter duplications,
Georgian,Number of Precincts with Invalid Ballots > 5%,
Georgian,Number of Precincts with votes per minute > 2,
Georgian,Number of Precincts with votes per minute > 2 (08:00-12:00),
Georgian,Number of Precincts with votes per minute > 2 (12:00-17:00),
Georgian,Number of Precincts with votes per minute > 2 (17:00-20:00),
Georgian,Number of Precincts with votes per minute > 3,
Georgian,Number of Precincts with votes per minute > 3 (08:00-12:00),
Georgian,Number of Precincts with votes per minute > 3 (12:00-15:00),
Georgian,Number of Precincts with votes per minute > 3 (12:00-17:00),
Georgian,Number of Precincts with votes per minute > 3 (15:00-20:00),
Georgian,Number of Precincts with votes per minute > 3 (17:00-20:00),
Georgian,Number of voters between 85 and 99 years old,
Georgian,Numbers of voters over 99 years old,
Georgian,Precincts Reported (#),
Georgian,Precincts Reported (%),
Georgian,Precincts with Missing Ballots (%),
Georgian,Total Turnout (#),
Georgian,Total Turnout (%),
Georgian,Total Voters,
Georgian,Unverified by Voter List Commission (#),
Georgian,Unverified by Voter List Commission (%),
