shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Tamaz Bibiluri,Giorgi Liluashvili,Sergo Javakhidze,Koba Davitashvili,Davit Bakradze,Akaki Asatiani,Nino Chanishvili,Teimuraz Bobokhidze,Shalva Natelashvili,Giorgi Targamadze,Levan Chachua,Nestan Kirtadze,Giorgi Chikhladze,Nino Burjanadze,Zurab Kharatishvili,Mikheil Saluashvili,Kartlos Gharibashvili,Mamuka Chokhonelidze,Avtandil Margiani,Nugzar Avaliani,Mamuka Melikishvili,Teimuraz Mzhavia,Giorgi Margvelashvili
Precinct,30,56-30,270,59.6026,\N,\N,\N,\N,5.5944,\N,\N,\N,0,\N,\N,\N,3,0.5833,0.4067,0.1333,\N,\N,\N,\N,\N,\N,0.7407,0.3704,20,0.7407,2.5926,0,0,0.3704,0,0,0,0.3704,0,0.3704,0,0,0.3704,0,0.3704,0,0.3704,0,74.4444
Precinct,31,56-31,730,67.3432,\N,\N,\N,\N,1.7497,\N,\N,\N,0,\N,\N,\N,1,1.3417,1.1267,0.4611,\N,\N,\N,\N,\N,\N,0,0.137,14.6575,0,0.9589,0,0,0,0.137,0,0,0,0,0.137,0,0,0,0,0.137,0,0,0,83.9726
Precinct,32,56-32,680,71.8816,\N,\N,\N,\N,0.7299,\N,\N,\N,0,\N,\N,\N,9,1.0583,1.1167,0.5333,\N,\N,\N,\N,\N,\N,0,0,15.4412,0,0.5882,0,0,0,0.2941,0,0,0,0,1.3235,0,0,0,0,1.3235,0,0,0,82.3529
Precinct,33,56-33,714,74.1433,\N,\N,\N,\N,1.7882,\N,\N,\N,0,\N,\N,\N,4,1.4958,0.9333,0.4889,\N,\N,\N,\N,\N,\N,0.1401,0.1401,17.2269,0.2801,1.2605,0,0,0,0.1401,0,0,0,0,0.5602,0.1401,0,0,0,0.5602,0,0,0,80.112
Precinct,34,56-34,495,70.5128,\N,\N,\N,\N,2.3669,\N,\N,\N,0,\N,\N,\N,6,1.0042,0.6567,0.3833,\N,\N,\N,\N,\N,\N,0,0.202,8.6869,0,2.0202,0,0,0,0,0,0,0.202,0,0.8081,0.202,0,0.202,0,0.8081,0,0.202,0,87.8788
Precinct,35,56-35,930,69.2996,\N,\N,\N,\N,2.6178,\N,\N,\N,0,\N,\N,\N,18,1.2042,1.7033,0.8611,\N,\N,\N,\N,\N,\N,0.2151,0.3226,19.8925,0.3226,1.2903,0,0,0,0.3226,0,0,0,0,1.9355,0.2151,0,0,0,1.9355,0,0,0,75.4839
Precinct,36,56-36,337,69.917,\N,\N,\N,\N,3.7143,\N,\N,\N,0,\N,\N,\N,3,0.85,0.4167,0.1167,\N,\N,\N,\N,\N,\N,0,0,18.6944,0.2967,1.4837,0.2967,0,0,0,0,0,0,0,0.8902,0,0,0,0,0.8902,0,0,0,78.3383
Precinct,37,56-37,404,65.798,\N,\N,\N,\N,3.58,\N,\N,\N,0,\N,\N,\N,5,0.7,0.6567,0.3,\N,\N,\N,\N,\N,\N,0.2475,0,20.5446,0.2475,0.495,0,0,0,0,0,0,0,0,1.2376,0.495,0,0,0,1.2376,0,0,0,76.7327
Precinct,38,56-38,441,70.56,\N,\N,\N,\N,2.649,\N,\N,\N,0,\N,\N,\N,5,0.8792,0.6533,0.2556,\N,\N,\N,\N,\N,\N,0.2268,0,16.3265,0,1.5873,0,0,0,0,0,0,0.2268,0,0.6803,0,0,0.2268,0,0.6803,0,0.2268,0,80.9524
Precinct,39,56-39,380,66.087,\N,\N,\N,\N,1.5544,\N,\N,\N,0,\N,\N,\N,0,0.5,0.73,0.2611,\N,\N,\N,\N,\N,\N,0,0,28.9474,0.2632,0.7895,0,0,0.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.7368
Precinct,40,56-40,621,70.4881,\N,\N,\N,\N,2.6646,\N,\N,\N,0,\N,\N,\N,3,1.125,0.94,0.4778,\N,\N,\N,\N,\N,\N,0.161,0,22.5443,0,1.1272,0,0,0,0,0,0.161,0,0,0.161,0,0.161,0,0,0.161,0.161,0,0,75.8454
Precinct,41,56-41,681,58.7575,\N,\N,\N,\N,3.8136,\N,\N,\N,0,\N,\N,\N,3,0.95,1.19,0.6833,\N,\N,\N,\N,\N,\N,0.1468,0,34.6549,0,2.9369,0,0,0,0,0,0,0,0,0.4405,0,0,0,0,0.4405,0,0,0,61.8209
Precinct,42,56-42,297,64.5652,\N,\N,\N,\N,3.8835,\N,\N,\N,0,\N,\N,\N,3,0.5625,0.4333,0.2444,\N,\N,\N,\N,\N,\N,0.3367,0,34.0067,0.6734,2.3569,0,0,0,0,0,0,0,0.3367,1.0101,0.3367,0,0,0.3367,1.0101,0,0,0.3367,60.2694
Precinct,43,56-43,690,65.5894,\N,\N,\N,\N,1.9886,\N,\N,\N,0,\N,\N,\N,4,1.3042,1.1467,0.2611,\N,\N,\N,\N,\N,\N,0,0,54.6377,0,1.0145,0,0,0,0.2899,0,0,0,0,0.5797,0,0,0,0,0.5797,0,0,0,43.4783
Precinct,44,56-44,392,65.9933,\N,\N,\N,\N,2.7295,\N,\N,\N,0,\N,\N,\N,0,0.7,0.6267,0.2611,\N,\N,\N,\N,\N,\N,0,0,43.8776,0.2551,0.7653,0,0.2551,0,0,0.2551,0,0,0,0,0.2551,0,0,0,0,0,0,0,54.3367
Precinct,45,56-45,254,64.631,\N,\N,\N,\N,1.5504,\N,\N,\N,0,\N,\N,\N,2,0.4417,0.4533,0.0889,\N,\N,\N,\N,\N,\N,0.3937,0.3937,41.7323,0,1.5748,0,0,0,0,0,0,0,0,0.7874,0.3937,0,0,0,0.7874,0,0,0,54.7244
Precinct,46,56-46,521,61.8765,\N,\N,\N,\N,2.2514,\N,\N,\N,0,\N,\N,\N,2,1.0917,0.7467,0.2611,\N,\N,\N,\N,\N,\N,0.1919,0,12.476,0,0.5758,0.1919,0,0,0,0,0,0,0,0.3839,0,0,0,0,0.3839,0,0,0,86.1804
Precinct,47,56-47,612,61.5075,\N,\N,\N,\N,0.6494,\N,\N,\N,0,\N,\N,\N,4,1.1792,0.9333,0.2944,\N,\N,\N,\N,\N,\N,0.1634,0,12.2549,0,1.3072,0,0,0,0,0,0,0,0,0.817,0,0,0,0,0.817,0,0,0,85.2941
Precinct,48,56-48,327,51.9873,\N,\N,\N,\N,1.506,\N,\N,\N,0,\N,\N,\N,0,0.7375,0.4333,0.1389,\N,\N,\N,\N,\N,\N,0.3058,0,16.5138,0,1.5291,0,0,0,0.6116,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0398
Precinct,49,56-49,546,72.6064,\N,\N,\N,\N,2.847,\N,\N,\N,1,\N,\N,\N,0,1.025,0.7967,0.4278,\N,\N,\N,\N,\N,\N,0,0,26.9231,0,1.2821,0,0,0,0.1832,0,0,0,0,0,0.5495,0,0,0,0,0,0,0,70.8791
Precinct,50,56-50,470,68.7135,\N,\N,\N,\N,2.4896,\N,\N,\N,0,\N,\N,\N,8,0.8375,0.7633,0.2889,\N,\N,\N,\N,\N,\N,0,0.2128,48.7234,0,1.0638,0.2128,0,0,0,0,0.2128,0,0.2128,0.8511,0,0.2128,0,0.2128,0.8511,0.2128,0,0.2128,48.5106
Precinct,51,56-51,364,67.784,\N,\N,\N,\N,1.6216,\N,\N,\N,0,\N,\N,\N,2,0.7,0.5,0.2889,\N,\N,\N,\N,\N,\N,0.5495,0,28.5714,0,0.5495,0,0,0,0,0,0,0,0,0.5495,0,0,0,0,0.5495,0,0,0,69.7802
Precinct,52,56-52,522,77.3333,\N,\N,\N,\N,2.6119,\N,\N,\N,0,\N,\N,\N,3,1.2083,0.7,0.2,\N,\N,\N,\N,\N,\N,0,0,21.8391,0,0.7663,0,0,0,0,0,0,0,0,0.5747,0,0,0,0,0.5747,0,0,0,76.8199
Precinct,53,56-53,239,79.402,\N,\N,\N,\N,2.8455,\N,\N,\N,0,\N,\N,\N,0,0.4292,0.3767,0.1667,\N,\N,\N,\N,\N,\N,0,0,19.2469,0,0.8368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.9163
Precinct,54,56-54,401,69.6181,\N,\N,\N,\N,2.4331,\N,\N,\N,0,\N,\N,\N,3,0.6333,0.6767,0.3111,\N,\N,\N,\N,\N,\N,0,0,14.7132,0,1.995,0.2494,0,0,0,0,0,0,0,0.7481,0.2494,0,0,0,0.7481,0,0,0,82.0449
Precinct,55,56-55,237,68.1034,\N,\N,\N,\N,1.6598,\N,\N,\N,0,\N,\N,\N,3,0.5042,0.3467,0.0889,\N,\N,\N,\N,\N,\N,0,0,30.8017,0,3.7975,0,0,0,0,0,0,0,0,1.2658,0.4219,0,0,0,1.2658,0,0,0,63.7131
Precinct,56,56-56,114,78.6207,\N,\N,\N,\N,1.7241,\N,\N,\N,0,\N,\N,\N,1,0.2792,0.1433,0.0333,\N,\N,\N,\N,\N,\N,0.8772,0,40.3509,0,3.5088,0,0,0,0,0,0,0,0,0.8772,0,0,0,0,0.8772,0,0,0,54.386
Precinct,57,56-57,456,63.9551,\N,\N,\N,\N,0.8696,\N,\N,\N,0,\N,\N,\N,2,0.9167,0.7333,0.1111,\N,\N,\N,\N,\N,\N,0.2193,0,11.8421,0.4386,1.0965,0,0,0,0,0,0,0,0,0.4386,0,0,0,0,0.4386,0,0,0,85.9649
Precinct,58,57-58,473,62.0735,\N,\N,\N,\N,3.666,\N,\N,\N,0,\N,\N,\N,3,0.9667,0.6467,0.3611,\N,\N,\N,\N,\N,\N,0.2114,0.2114,42.0719,0.2114,0.8457,0,0,0.2114,0.2114,0,0,0,0,0.6342,0,0,0,0,0.6342,0,0,0,55.3911
Precinct,1,57-1,226,47.983,\N,\N,\N,\N,3.0043,\N,\N,\N,0,\N,\N,\N,4,0.5833,0.2433,0.1111,\N,\N,\N,\N,\N,\N,0,0,55.3097,0,0.4425,0.4425,0,0,0.4425,0,0,0,0,1.7699,0,0,0,0,1.7699,0,0,0,41.5929
Precinct,2,57-2,719,58.3604,\N,\N,\N,\N,1.6416,\N,\N,\N,0,\N,\N,\N,8,1.7083,0.8367,0.3889,\N,\N,\N,\N,\N,\N,0.2782,0.1391,54.242,1.5299,2.2253,0,0,0,0.6954,0,0,0.1391,0,0.8345,0.1391,0,0.1391,0,0.8345,0,0.1391,0,39.7775
Precinct,3,57-3,529,51.8627,\N,\N,\N,\N,2.037,\N,\N,\N,0,\N,\N,\N,13,1.1667,0.7633,0.1722,\N,\N,\N,\N,\N,\N,0.3781,0,38.5633,0.5671,1.7013,0,0,0,2.0794,0,0,0,0.189,2.0794,0.189,0,0,0.189,2.0794,0,0,0.189,54.2533
Precinct,4,57-4,536,59.5556,\N,\N,\N,\N,2.5455,\N,\N,\N,0,\N,\N,\N,5,1.1542,0.7133,0.3278,\N,\N,\N,\N,\N,\N,0.3731,0.3731,47.0149,0.3731,2.0522,0,0,0,0.7463,0,0,0,0,1.306,0,0,0,0,1.306,0,0,0,47.3881
Precinct,5,57-5,701,58.5631,\N,\N,\N,\N,2.6389,\N,\N,\N,0,\N,\N,\N,9,1.475,0.96,0.4333,\N,\N,\N,\N,\N,\N,0.1427,0,41.6548,0.8559,2.1398,0.1427,0,0,0.5706,0,0,0,0,1.4265,0,0,0,0,1.4265,0,0,0,52.9244
Precinct,6,57-6,496,52.4313,\N,\N,\N,\N,3.125,\N,\N,\N,0,\N,\N,\N,5,1.1875,0.6667,0.15,\N,\N,\N,\N,\N,\N,0.2016,0,37.5,0.2016,2.8226,0,0,0.2016,1.6129,0,0.2016,0,0,0.8065,0.2016,0.2016,0,0,0.8065,0.2016,0,0,56.0484
Precinct,7,57-7,598,51.5517,\N,\N,\N,\N,2.447,\N,\N,\N,0,\N,\N,\N,7,1.4375,0.68,0.3556,\N,\N,\N,\N,\N,\N,0,0,33.612,0.1672,1.8395,0,0,0,2.8428,0.1672,0,0,0,1.3378,0,0,0,0,1.3378,0,0,0,59.8662
Precinct,8,57-8,685,53.8522,\N,\N,\N,\N,2.6989,\N,\N,\N,0,\N,\N,\N,5,1.3417,1,0.4556,\N,\N,\N,\N,\N,\N,0.7299,0,38.3942,0.292,1.7518,0.146,0,0,1.1679,0,0.146,0,0,0.8759,0,0.146,0,0,0.8759,0.146,0,0,56.0584
Precinct,9,57-9,369,62.3311,\N,\N,\N,\N,2.6385,\N,\N,\N,0,\N,\N,\N,5,0.9083,0.44,0.1611,\N,\N,\N,\N,\N,\N,0.271,0.271,39.0244,0.271,2.439,0.271,0,0,2.168,0.271,0,0,0,1.355,0.271,0,0,0,1.355,0,0,0,53.3875
Precinct,10,57-10,193,63.4868,\N,\N,\N,\N,7.2115,\N,\N,\N,0,\N,\N,\N,4,0.5583,0.2267,0.0333,\N,\N,\N,\N,\N,\N,0,0.5181,61.658,1.5544,2.5907,0,0,0.5181,1.0363,0,0,0,0,2.0725,0,0,0,0,2.0725,0,0,0,30.0518
Precinct,11,57-11,310,68.1319,\N,\N,\N,\N,4.321,\N,\N,\N,0,\N,\N,\N,3,0.7042,0.3733,0.2389,\N,\N,\N,\N,\N,\N,0,0.6452,29.6774,0,1.2903,0,0,0,1.2903,0,0,0,0,0.9677,0,0,0,0,0.9677,0,0,0,66.129
Precinct,12,57-12,404,67.5585,\N,\N,\N,\N,2.8846,\N,\N,\N,0,\N,\N,\N,6,1.1958,0.3167,0.1889,\N,\N,\N,\N,\N,\N,0,0,53.7129,0,1.7327,0.495,0,0,0.2475,0,0,0,0,1.4851,0,0,0,0,1.4851,0,0,0,42.3267
Precinct,13,57-13,510,70.6371,\N,\N,\N,\N,2.8571,\N,\N,\N,0,\N,\N,\N,6,1.05,0.6767,0.3889,\N,\N,\N,\N,\N,\N,0,0.1961,36.6667,0,2.3529,0,0,0,1.1765,0,0,0,0,1.1765,0,0,0,0,1.1765,0,0,0,58.4314
Precinct,14,57-14,232,71.6049,\N,\N,\N,\N,2.521,\N,\N,\N,0,\N,\N,\N,0,0.6333,0.2633,0.0389,\N,\N,\N,\N,\N,\N,0,0,42.2414,0,2.1552,0,0,0,1.2931,0,0,0,0,0,0,0,0,0,0,0,0,0,54.3103
Precinct,15,57-15,209,71.0884,\N,\N,\N,\N,4.1284,\N,\N,\N,0,\N,\N,\N,2,0.575,0.1567,0.1833,\N,\N,\N,\N,\N,\N,0,0.4785,66.0287,0.4785,3.3493,0,0,0,2.3923,0,0,0,0,0.9569,0.4785,0,0,0,0.9569,0,0,0,25.8373
Precinct,16,57-16,374,76.4826,\N,\N,\N,\N,3.6082,\N,\N,\N,0,\N,\N,\N,9,0.9042,0.46,0.1833,\N,\N,\N,\N,\N,\N,0,0,51.0695,1.0695,2.9412,0,0,0,0.5348,0,0,0,0,2.4064,0,0,0,0,2.4064,0,0,0,41.9786
Precinct,17,57-17,209,70.6081,\N,\N,\N,\N,4.1284,\N,\N,\N,0,\N,\N,\N,3,0.5208,0.2767,0.0556,\N,\N,\N,\N,\N,\N,0,0.4785,60.2871,0,1.4354,0,0,0,0.4785,0,0,0,0,1.4354,0,0,0,0,1.4354,0,0,0,35.8852
Precinct,18,57-18,703,65.3953,\N,\N,\N,\N,2.9006,\N,\N,\N,0,\N,\N,\N,7,1.2167,1.1233,0.5278,\N,\N,\N,\N,\N,\N,0.4267,0,53.0583,0.1422,1.5647,0,0,0,0.2845,0,0,0,0,0.9957,0,0,0,0,0.9957,0,0,0,43.5277
Precinct,19,57-19,94,70.6767,\N,\N,\N,\N,4.0816,\N,\N,\N,0,\N,\N,\N,2,0.25,0.1233,0.0056,\N,\N,\N,\N,\N,\N,0,0,55.3191,1.0638,5.3191,0,0,0,2.1277,0,0,0,0,3.1915,0,0,0,0,3.1915,0,0,0,31.9149
Precinct,20,57-20,455,69.4656,\N,\N,\N,\N,3.1915,\N,\N,\N,0,\N,\N,\N,6,1.075,0.51,0.3278,\N,\N,\N,\N,\N,\N,0.2198,0,71.6484,0,1.7582,0,0,0,0.6593,0,0,0,0,1.3187,0.4396,0,0,0,1.3187,0,0,0,23.956
Precinct,21,57-21,665,67.5127,\N,\N,\N,\N,3.343,\N,\N,\N,0,\N,\N,\N,12,1.8583,0.6067,0.3333,\N,\N,\N,\N,\N,\N,0,0.1504,43.1579,0.1504,3.0075,0,0.1504,0,0.3008,0,0,0,0,1.8045,0,0,0,0,1.8045,0,0,0,51.2782
Precinct,22,57-22,333,69.958,\N,\N,\N,\N,1.1869,\N,\N,\N,0,\N,\N,\N,7,0.9542,0.2933,0.1111,\N,\N,\N,\N,\N,\N,0.3003,0,56.1562,0.9009,4.2042,0,0.3003,0,1.5015,0,0,0,0,2.1021,0.3003,0,0,0,2.1021,0,0,0,34.2342
Precinct,23,57-23,310,70.615,\N,\N,\N,\N,5.1988,\N,\N,\N,0,\N,\N,\N,6,0.6833,0.4767,0.1111,\N,\N,\N,\N,\N,\N,0,0.3226,49.6774,0.6452,3.2258,0,0,0,2.9032,0.3226,0,0,0,1.9355,0,0,0,0,1.9355,0,0,0,40.9677
Precinct,24,57-24,183,74.3902,\N,\N,\N,\N,7.1066,\N,\N,\N,0,\N,\N,\N,3,0.4333,0.2867,0.0389,\N,\N,\N,\N,\N,\N,0.5464,0.5464,66.1202,0,1.6393,0,0,0,0,0,0.5464,0,0,0.5464,0.5464,0.5464,0,0,0.5464,0.5464,0,0,29.5082
Precinct,25,57-25,249,65.6992,\N,\N,\N,\N,2.3529,\N,\N,\N,0,\N,\N,\N,2,0.75,0.1733,0.1278,\N,\N,\N,\N,\N,\N,0,0.4016,61.8474,0.4016,3.6145,0,0,0,0.4016,0,0,0,0,0.8032,0,0,0,0,0.8032,0,0,0,32.5301
Precinct,26,57-26,192,75,\N,\N,\N,\N,4.9505,\N,\N,\N,0,\N,\N,\N,3,0.5208,0.2367,0.0333,\N,\N,\N,\N,\N,\N,0,0,59.8958,0.5208,1.5625,0.5208,0,0,0,0,0,0,0,1.5625,0.5208,0,0,0,1.5625,0,0,0,35.4167
Precinct,27,57-27,316,73.3179,\N,\N,\N,\N,2.4691,\N,\N,\N,0,\N,\N,\N,3,0.9,0.33,0.05,\N,\N,\N,\N,\N,\N,0.3165,0,77.5316,0.3165,3.481,0.3165,0,0,0,0,0,0,0,0.9494,0,0,0,0,0.9494,0,0,0,17.0886
Precinct,28,57-28,46,76.6667,\N,\N,\N,\N,13.2075,\N,\N,\N,0,\N,\N,\N,1,0.2125,0.0067,0,\N,\N,\N,\N,\N,\N,0,0,69.5652,0,4.3478,0,0,0,2.1739,0,0,0,0,2.1739,0,0,0,0,2.1739,0,0,0,21.7391
Precinct,29,57-29,464,67.8363,\N,\N,\N,\N,2.7254,\N,\N,\N,0,\N,\N,\N,2,1.2083,0.4667,0.2611,\N,\N,\N,\N,\N,\N,0.8621,0,68.5345,0.2155,1.5086,0,0.2155,0,0,0,0,0,0,0.6466,0,0,0,0,0.6466,0,0,0,27.8017
Precinct,30,57-30,105,73.9437,\N,\N,\N,\N,4.5455,\N,\N,\N,0,\N,\N,\N,0,0.3667,0.0667,0.0111,\N,\N,\N,\N,\N,\N,0,0,58.0952,4.7619,0,0,0,0,4.7619,0,0,0,0,0,0,0,0,0,0,0,0,0,32.381
Precinct,31,57-31,512,49.9025,\N,\N,\N,\N,1.7274,\N,\N,\N,0,\N,\N,\N,4,1.3792,0.5533,0.1333,\N,\N,\N,\N,\N,\N,0.1953,0.7813,46.0938,0.1953,2.7344,0,0,0,2.5391,0.3906,0,0.1953,0,0.3906,0,0,0.1953,0,0.3906,0,0.1953,0,46.4844
Precinct,32,57-32,485,50.3634,\N,\N,\N,\N,2.0202,\N,\N,\N,0,\N,\N,\N,8,1.1917,0.53,0.2778,\N,\N,\N,\N,\N,\N,0,0,40.6186,0.2062,3.0928,0.2062,0,0,1.8557,0,0,0,0,1.6495,0,0,0,0,1.6495,0,0,0,52.3711
Precinct,33,57-33,510,60.5701,\N,\N,\N,\N,0.9709,\N,\N,\N,0,\N,\N,\N,7,1.2625,0.56,0.2444,\N,\N,\N,\N,\N,\N,0,0,31.3725,0,2.1569,0,0,0,3.1373,0,0,0,0.1961,0.9804,0,0,0,0.1961,0.9804,0,0,0.1961,62.1569
Precinct,34,57-34,275,57.7731,\N,\N,\N,\N,2.4823,\N,\N,\N,0,\N,\N,\N,1,0.7167,0.32,0.0778,\N,\N,\N,\N,\N,\N,0,0.3636,42.5455,0.3636,1.8182,0,0,0,0.7273,0,0,0,0,0.3636,0,0,0,0,0.3636,0,0,0,53.8182
Precinct,35,57-35,501,48.878,\N,\N,\N,\N,4.5714,\N,\N,\N,0,\N,\N,\N,0,1.1125,0.7667,0.1556,\N,\N,\N,\N,\N,\N,0.3992,0.1996,41.9162,0,0.5988,0,0,0,1.5968,0,0,0,0,0.3992,0.1996,0,0,0,0.3992,0,0,0,54.2914
Precinct,36,57-36,383,53.5664,\N,\N,\N,\N,3.038,\N,\N,\N,0,\N,\N,\N,4,1.0375,0.35,0.2278,\N,\N,\N,\N,\N,\N,0.2611,0,38.9034,0.2611,1.8277,0.2611,0,0,0.7833,0,0,0,0,1.0444,0,0,0,0,1.0444,0,0,0,56.658
Precinct,37,58-37,412,73.4403,\N,\N,\N,\N,3.0588,\N,\N,\N,0,\N,\N,\N,0,0.65,0.67,0.3778,\N,\N,\N,\N,\N,\N,0.2427,0,42.233,0.2427,3.8835,0,0,0,0.9709,0,0,0,0,0,0.4854,0,0,0,0,0,0,0,51.9417
Precinct,1,58-1,470,57.5275,\N,\N,\N,\N,1.4675,\N,\N,\N,0,\N,\N,\N,8,0.7958,0.6733,0.4667,\N,\N,\N,\N,\N,\N,0.2128,0.2128,54.4681,1.0638,1.2766,0,0.2128,0.2128,0.2128,0,0,0,0.2128,1.2766,0,0,0,0.2128,1.2766,0,0,0.2128,40.6383
Precinct,2,58-2,730,52.9369,\N,\N,\N,\N,2.0134,\N,\N,\N,0,\N,\N,\N,11,1.3667,0.9933,0.6611,\N,\N,\N,\N,\N,\N,0.5479,0.5479,45.3425,0.137,2.3288,0,0.137,0,0.274,0,0.137,0,0,1.2329,0.137,0.137,0,0,1.2329,0.137,0,0,49.1781
Precinct,3,58-3,584,48.0263,\N,\N,\N,\N,3.1509,\N,\N,\N,0,\N,\N,\N,10,0.9667,0.8867,0.5833,\N,\N,\N,\N,\N,\N,1.1986,0.1712,36.1301,0.1712,2.5685,0,0,0,1.1986,0,0,0,0.1712,1.5411,0.1712,0,0,0.1712,1.5411,0,0,0.1712,56.5068
Precinct,4,58-4,664,50.0377,\N,\N,\N,\N,4.1847,\N,\N,\N,0,\N,\N,\N,8,1.1875,1.01,0.5833,\N,\N,\N,\N,\N,\N,0,0.3012,50.753,0.4518,3.1627,0,0,0,0,0,0,0,0,1.2048,0,0,0,0,1.2048,0,0,0,44.1265
Precinct,5,58-5,403,46.2687,\N,\N,\N,\N,2.4213,\N,\N,\N,0,\N,\N,\N,7,0.9042,0.48,0.2889,\N,\N,\N,\N,\N,\N,0,0,48.6352,0,2.9777,0.2481,0.2481,0,0.2481,0,0.2481,0,0,1.2407,0,0.2481,0,0,1.2407,0.2481,0,0,46.1538
Precinct,6,58-6,75,12.0773,\N,\N,\N,\N,1.3158,\N,\N,\N,0,\N,\N,\N,1,0.1208,0.09,0.1111,\N,\N,\N,\N,\N,\N,0,0,56,0,6.6667,0,0,0,0,0,0,0,0,1.3333,0,0,0,0,1.3333,0,0,0,36
Precinct,7,58-7,465,46.1768,\N,\N,\N,\N,4.7131,\N,\N,\N,0,\N,\N,\N,7,1.0167,0.6033,0.35,\N,\N,\N,\N,\N,\N,0,1.0753,53.7634,0,1.7204,0,0,0.2151,0.2151,0,0,0,0,1.5054,0,0,0,0,1.5054,0,0,0,41.5054
Precinct,8,58-8,595,51.7391,\N,\N,\N,\N,2.1382,\N,\N,\N,0,\N,\N,\N,14,0.9375,0.9933,0.4722,\N,\N,\N,\N,\N,\N,0.1681,0.1681,52.437,0.3361,2.8571,0.3361,0,0,0,0,0,0,0.1681,2.0168,0.1681,0,0,0.1681,2.0168,0,0,0.1681,41.3445
Precinct,9,58-9,969,82.7498,\N,\N,\N,\N,2.6131,\N,\N,\N,0,\N,\N,\N,11,1.0833,0.9433,2.5111,\N,\N,\N,\N,\N,\N,0.1032,0.1032,56.7595,0,4.128,0.1032,0,0.1032,1.032,0,0,0,0,1.1352,0,0,0,0,1.1352,0,0,0,36.5325
Precinct,10,58-10,281,48.532,\N,\N,\N,\N,4.4218,\N,\N,\N,0,\N,\N,\N,5,0.6375,0.3333,0.2278,\N,\N,\N,\N,\N,\N,0.7117,0.3559,37.0107,0,7.4733,0,0,0,1.7794,0.3559,0,0,0,1.7794,0.3559,0,0,0,1.7794,0,0,0,50.1779
Precinct,11,58-11,651,56.9056,\N,\N,\N,\N,4.9635,\N,\N,\N,0,\N,\N,\N,12,1.2542,0.88,0.6667,\N,\N,\N,\N,\N,\N,0.4608,0,48.6943,0.768,4.3011,0.1536,0,0,0.3072,0,0,0,0,1.8433,0.1536,0,0,0,1.8433,0,0,0,43.318
Precinct,12,58-12,317,65.0924,\N,\N,\N,\N,4.2296,\N,\N,\N,0,\N,\N,\N,10,0.6667,0.44,0.2167,\N,\N,\N,\N,\N,\N,0.3155,0.3155,56.4669,0,1.8927,0,0,0,0.9464,0,0,0,0.3155,2.5237,0,0,0,0.3155,2.5237,0,0,0.3155,37.224
Precinct,13,58-13,469,60.8301,\N,\N,\N,\N,3.6961,\N,\N,\N,0,\N,\N,\N,3,0.9208,0.6867,0.3333,\N,\N,\N,\N,\N,\N,0,0,55.2239,0.4264,1.4925,0,0,0,0,0.2132,0,0,0.2132,0.2132,0,0,0,0.2132,0.2132,0,0,0.2132,42.2175
Precinct,14,58-14,818,60.5477,\N,\N,\N,\N,3.3097,\N,\N,\N,0,\N,\N,\N,16,1.6042,1.1133,0.7056,\N,\N,\N,\N,\N,\N,0.1222,0.7335,39.9756,0.7335,2.934,0,0,0,0.1222,0,0,0,0.1222,1.8337,0.2445,0,0,0.1222,1.8337,0,0,0.1222,53.0562
Precinct,15,58-15,750,51.9391,\N,\N,\N,\N,2.8497,\N,\N,\N,0,\N,\N,\N,15,1.8167,0.8033,0.5278,\N,\N,\N,\N,\N,\N,0.1333,0.2667,54.9333,0.4,4.1333,0,0.1333,0,1.0667,0,0,0,0,2,0.1333,0,0,0,2,0,0,0,36.8
Precinct,16,58-16,375,55.3914,\N,\N,\N,\N,5.0633,\N,\N,\N,0,\N,\N,\N,9,0.9875,0.44,0.1444,\N,\N,\N,\N,\N,\N,0,0,65.3333,0.5333,2.4,0,0,0,0.8,0,0,0.2667,0,1.8667,0,0,0.2667,0,1.8667,0,0.2667,0,28.8
Precinct,17,58-17,132,66.6667,\N,\N,\N,\N,2.2222,\N,\N,\N,0,\N,\N,\N,6,0.3292,0.0633,0.2056,\N,\N,\N,\N,\N,\N,0,0,65.9091,0,4.5455,0,0,0,3.0303,0,0.7576,0,0,3.0303,0,0.7576,0,0,3.0303,0.7576,0,0,22.7273
