shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),European Georgia,Democratic Movement - Free Georgia,United National Movement,Republican party,For United Georgia,Alliance of Patriots,Leftist Alliance,Labour,Socialist Workers Party,Georgia,National Forum,Merab Kostava Society,Unity - New Georgia,Lord Our Righteousness,Freedom Party,Mamulishvili,United Communist Party,Party of People,Progressive Democratic Movement,Georgian Dream,Initiative Group
Majoritarian Precinct,10,56.01.02-10,266,28.94,,,,,3.27,,,,0,,,,0,0.5,0.35,0.27,,,,,,,,,22.18,,,7.14,,,,,,,2.63,,,,,,,50.75,15.79
Majoritarian Precinct,11,56.01.02-11,73,28.4,,,,,2.67,,,,0,,,,0,0.13,0.08,0.11,,,,,,,,,15.07,,,5.48,,,,,,,1.37,,,,,,,42.47,28.77
Majoritarian Precinct,12,56.01.02-12,93,38.91,,,,,3.13,,,,0,,,,0,0.16,0.12,0.11,,,,,,,,,21.51,,,9.68,,,,,,,2.15,,,,,,,40.86,19.35
Majoritarian Precinct,13,56.01.02-13,64,34.59,,,,,3.03,,,,0,,,,0,0.15,0.06,0.07,,,,,,,,,26.56,,,6.25,,,,,,,0.0,,,,,,,51.56,10.94
Majoritarian Precinct,7,56.01.03-7,384,30.14,,,,,3.52,,,,0,,,,0,0.6,0.64,0.34,,,,,,,7.81,,8.33,,,10.42,,,,,,,0.52,,,,,,,71.88,
Majoritarian Precinct,8,56.01.03-8,268,29.61,,,,,2.9,,,,0,,,,0,0.41,0.46,0.22,,,,,,,9.33,,8.58,,,9.7,,,,,,,0.37,,,,,,,71.27,
Majoritarian Precinct,9,56.01.03-9,272,21.9,,,,,5.23,,,,0,,,,0,0.4,0.4,0.4,,,,,,,10.29,,23.9,,,13.6,,,,,,,0.74,,,,,,,50.0,
Majoritarian Precinct,48,56.01.03-48,147,25.65,,,,,2.65,,,,0,,,,0,0.22,0.17,0.27,,,,,,,10.2,,18.37,,,6.12,,,,,,,3.4,,,,,,,57.82,
Majoritarian Precinct,45,56.02-45,260,71.04,,,,,1.89,,,,0,,,,0,0.43,0.51,0.06,,,,,,,4.23,,43.08,,,,,,,,,,,,,,,,,51.92,
Majoritarian Precinct,21,56.03-21,568,54.77,,,,,2.74,,,,0,,,,0,0.93,0.85,0.59,,,,,,,4.75,,42.78,,,,,,,,,,,,,,,,,51.76,
Majoritarian Precinct,29,56.04-29,675,51.53,,,,,2.17,,,,0,,,,0,1.0,1.11,0.65,,,,,,,1.78,,5.04,,,3.11,,,,,5.19,,,,,,,,,84.74,
Majoritarian Precinct,30,56.04-30,200,49.02,,,,,4.31,,,,0,,,,0,0.32,0.33,0.19,,,,,,,10.5,,3.5,,,4.0,,,,,0.5,,,,,,,,,80.0,
Majoritarian Precinct,31,56.04-31,372,37.27,,,,,3.88,,,,0,,,,0,0.54,0.62,0.39,,,,,,,10.75,,9.14,,,6.18,,,,,5.38,,,,,,,,,68.28,
Majoritarian Precinct,32,56.05-32,407,38.61,,,,,4.24,,,,0,,,,0,0.48,0.72,0.53,,,,,,,,,13.27,,,4.18,,,,,,,,,,,,,,53.56,28.26
Majoritarian Precinct,33,56.05-33,494,51.35,,,,,2.18,,,,0,,,,0,0.83,0.7,0.53,,,,,,,,,24.7,,,2.43,,,,,,,,,,,,,,48.38,24.29
Majoritarian Precinct,52,56.05-52,319,60.19,,,,,3.63,,,,0,,,,0,0.59,0.47,0.27,,,,,,,,,21.32,,,0.63,,,,,,,,,,,,,,52.66,24.45
Majoritarian Precinct,15,56.06-15,541,43.52,,,,,3.39,,,,0,,,,0,0.75,0.9,0.61,,,,,,,25.14,,12.94,,,7.39,,,,,7.39,,,,,,,,,46.95,
Majoritarian Precinct,16,56.06-16,342,35.85,,,,,2.84,,,,0,,,,0,0.53,0.61,0.23,,,,,,,8.77,,51.75,,,6.73,,,,,6.43,,,,,,,,,25.44,
Majoritarian Precinct,17,56.06-17,210,49.18,,,,,3.23,,,,0,,,,0,0.42,0.3,0.16,,,,,,,6.19,,6.19,,,32.38,,,,,3.33,,,,,,,,,50.95,
Majoritarian Precinct,18,56.06-18,257,52.13,,,,,2.65,,,,0,,,,0,0.53,0.38,0.14,,,,,,,8.56,,22.57,,,4.67,,,,,32.68,,,,,,,,,30.74,
Majoritarian Precinct,41,56.07-41,564,51.04,,,,,2.76,,,,0,,,,0,0.81,0.97,0.53,,,,,,,5.32,,35.46,,,,,,,,5.14,,,,,,,,,54.08,
Majoritarian Precinct,42,56.07-42,240,51.84,,,,,2.04,,,,0,,,,0,0.34,0.42,0.21,,,,,,,6.67,,25.42,,,,,,,,7.08,,,,,,,,,60.0,
Majoritarian Precinct,55,56.07-55,174,51.48,,,,,3.33,,,,0,,,,0,0.32,0.25,0.17,,,,,,,8.05,,20.11,,,,,,,,2.3,,,,,,,,,69.54,
Majoritarian Precinct,56,56.07-56,103,65.61,,,,,0.96,,,,0,,,,0,0.19,0.15,0.07,,,,,,,3.88,,21.36,,,,,,,,3.88,,,,,,,,,67.96,
Majoritarian Precinct,37,56.08-37,313,49.53,,,,,3.99,,,,0,,,,0,0.41,0.63,0.22,,,,,,,15.66,,12.78,,,14.7,,,,,,,,,,,,,,55.59,
Majoritarian Precinct,38,56.08-38,340,53.71,,,,,2.3,,,,0,,,,0,0.45,0.65,0.26,,,,,,,17.06,,3.53,,,15.59,,,,,,,,,,,,,,63.24,
Majoritarian Precinct,39,56.08-39,264,52.38,,,,,2.58,,,,0,,,,0,0.32,0.48,0.28,,,,,,,8.33,,6.06,,,1.52,,,,,,,,,,,,,,84.09,
Majoritarian Precinct,40,56.08-40,501,54.34,,,,,3.09,,,,0,,,,0,0.88,0.8,0.37,,,,,,,6.39,,9.98,,,53.09,,,,,,,,,,,,,,30.14,
Majoritarian Precinct,49,56.08-49,407,52.86,,,,,4.68,,,,0,,,,0,0.67,0.58,0.51,,,,,,,33.66,,7.13,,,10.07,,,,,,,,,,,,,,48.4,
Majoritarian Precinct,53,56.08-53,169,63.77,,,,,3.43,,,,0,,,,0,0.23,0.31,0.16,,,,,,,13.61,,7.69,,,4.73,,,,,,,,,,,,,,71.6,
Majoritarian Precinct,34,56.09-34,287,43.82,,,,,3.37,,,,0,,,,0,0.42,0.53,0.21,,,,,,,5.92,,13.24,,,6.27,,,,,,,0.35,,,,,,,54.36,19.51
Majoritarian Precinct,35,56.09-35,582,45.58,,,,,3.96,,,,0,,,,0,0.98,0.82,0.69,,,,,,,3.95,,15.98,,,11.86,,,,,,,2.23,,,,,,,63.57,2.06
Majoritarian Precinct,36,56.09-36,181,37.79,,,,,3.72,,,,0,,,,0,0.43,0.19,0.17,,,,,,,13.26,,26.52,,,4.42,,,,,,,3.31,,,,,,,50.28,2.21
Majoritarian Precinct,54,56.09-54,252,45.9,,,,,2.33,,,,0,,,,0,0.41,0.36,0.29,,,,,,,49.21,,4.76,,,10.32,,,,,,,1.59,,,,,,,28.17,3.97
Majoritarian Precinct,23,56.10-23,622,44.97,,,,,2.81,,,,0,,,,0,1.05,0.9,0.67,,,,,,,13.99,,10.93,,,9.16,,,,,11.09,,,,,,,,,54.66,
Majoritarian Precinct,24,56.11-24,198,48.18,,,,,2.46,,,,0,,,,0,0.37,0.31,0.12,,,,,,,2.53,,7.58,,,31.31,,,,,,,,,,,,,,45.45,11.11
Majoritarian Precinct,25,56.11-25,310,47.11,,,,,3.13,,,,0,,,,0,0.5,0.51,0.27,,,,,,,6.45,,25.81,,,2.9,,,,,,,,,,,,,,58.39,4.84
Majoritarian Precinct,43,56.12-43,507,50.85,,,,,1.17,,,,0,,,,0,1.04,0.63,0.42,,,,,,,14.4,17.16,18.34,,,4.73,,,,,,,,,,,,,,44.97,
Majoritarian Precinct,44,56.12-44,293,51.86,,,,,1.35,,,,0,,,,0,0.53,0.41,0.26,,,,,,,9.56,9.9,19.11,,,4.44,,,,,,,,,,,,,,56.31,
Majoritarian Precinct,19,56.13-19,400,60.15,,,,,1.96,,,,0,,,,0,0.57,0.74,0.28,,,,,,,1.5,,48.75,,,,,,,,3.75,,,,,,,,,45.75,
Majoritarian Precinct,20,56.13-20,321,58.26,,,,,2.73,,,,0,,,,0,0.35,0.77,0.08,,,,,,,3.74,,12.15,,,,,,,,0.0,,,,,,,,,83.18,
Majoritarian Precinct,58,56.13-58,346,48.46,,,,,2.81,,,,0,,,,0,0.61,0.54,0.27,,,,,,,2.31,,51.73,,,,,,,,1.73,,,,,,,,,43.93,
Majoritarian Precinct,14,56.14-14,203,41.77,,,,,6.02,,,,0,,,,0,0.36,0.34,0.15,,,,,,,8.87,,21.67,,,,,,,,13.3,,,,,,,,,55.67,
Majoritarian Precinct,26,56.14-26,171,45.72,,,,,5.52,,,,0,,,,0,0.32,0.23,0.2,,,,,,,11.11,,43.86,,,,,,,,2.92,,,,,,,,,40.94,
Majoritarian Precinct,27,56.14-27,473,44.58,,,,,2.67,,,,0,,,,0,0.73,0.7,0.56,,,,,,,8.25,,3.81,,,,,,,,16.28,,,,,,,,,71.04,
Majoritarian Precinct,51,56.14-51,266,45.16,,,,,3.97,,,,0,,,,0,0.54,0.36,0.22,,,,,,,27.82,,7.14,,,,,,,,7.89,,,,,,,,,56.39,
Majoritarian Precinct,28,56.15-28,318,58.67,,,,,2.15,,,,0,,,,0,0.33,0.58,0.41,,,,,,,30.82,,8.18,,,6.92,,,,,,,,,,,,,,53.77,
Majoritarian Precinct,22,56.16-22,583,48.06,,,,,4.58,,,,0,,,,0,1.18,0.8,0.48,,,,,,,16.98,,21.27,,,0.69,,,,,11.15,,,,,,,,,49.91,
Majoritarian Precinct,50,56.16-50,371,54.8,,,,,2.62,,,,0,,,,0,0.61,0.65,0.22,,,,,,,10.24,,48.52,,,4.58,,,,,4.04,,,,,,,,,32.35,
Majoritarian Precinct,1,57.01.01-1,182,45.16,,,,,2.67,,,,0,,,,0,0.38,0.21,0.18,,,,,,,8.24,,35.71,,,5.49,,,,,,,1.1,,,,,,,48.9,
Majoritarian Precinct,2,57.01.01-2,507,44.63,,,,,2.31,,,,0,,,,0,0.83,0.92,0.24,,,,,,,21.7,,15.38,,,7.5,,,,,,,0.79,,,,,,,54.04,
Majoritarian Precinct,3,57.01.01-3,393,45.43,,,,,4.15,,,,0,,,,0,0.72,0.57,0.37,,,,,,,8.4,,22.39,,,30.03,,,,,,,1.27,,,,,,,37.66,
Majoritarian Precinct,31,57.01.01-31,392,43.31,,,,,2.24,,,,0,,,,0,0.7,0.62,0.27,,,,,,,6.63,,45.41,,,2.3,,,,,,,0.26,,,,,,,45.15,
Majoritarian Precinct,32,57.01.01-32,290,33.45,,,,,3.97,,,,0,,,,0,0.61,0.4,0.19,,,,,,,14.48,,27.59,,,16.21,,,,,,,1.38,,,,,,,38.97,
Majoritarian Precinct,4,57.01.02-4,345,41.62,,,,,5.48,,,,0,,,,0,0.63,0.49,0.38,,,,,,,10.43,15.94,17.68,,,3.19,,,,,,,0.29,,,,,,,50.72,
Majoritarian Precinct,5,57.01.02-5,320,39.6,,,,,4.19,,,,0,,,,0,0.57,0.54,0.2,,,,,,,10.94,14.69,21.25,,,8.75,,,,,,,0.0,,,,,,,43.75,
Majoritarian Precinct,6,57.01.02-6,342,39.09,,,,,3.39,,,,0,,,,0,0.63,0.55,0.22,,,,,,,15.79,9.94,20.76,,,14.04,,,,,,,0.29,,,,,,,38.3,
Majoritarian Precinct,33,57.01.02-33,374,46.12,,,,,2.86,,,,0,,,,0,0.65,0.58,0.31,,,,,,,6.95,9.89,20.32,,,4.01,,,,,,,0.0,,,,,,,58.29,
Majoritarian Precinct,35,57.01.02-35,341,36.75,,,,,1.73,,,,0,,,,0,0.63,0.41,0.4,,,,,,,7.33,13.2,44.87,,,3.81,,,,,,,1.47,,,,,,,29.33,
Majoritarian Precinct,7,57.01.03-7,391,37.42,,,,,3.93,,,,0,,,,0,0.8,0.53,0.31,,,,,,,12.53,23.02,18.93,,,,,,,,,,0.51,,,,,,,43.99,
Majoritarian Precinct,8,57.01.03-8,414,35.91,,,,,5.48,,,,0,,,,0,0.65,0.72,0.36,,,,,,,12.08,25.6,25.6,,,,,,,,,,0.48,,,,,,,33.82,
Majoritarian Precinct,34,57.01.03-34,214,45.34,,,,,3.6,,,,0,,,,0,0.42,0.32,0.14,,,,,,,7.01,43.46,17.29,,,,,,,,,,0.47,,,,,,,30.37,
Majoritarian Precinct,36,57.01.03-36,369,37.85,,,,,6.82,,,,0,,,,0,0.77,0.48,0.38,,,,,,,8.94,20.33,22.76,,,,,,,,,,0.27,,,,,,,45.8,
Majoritarian Precinct,26,57.02-26,155,69.51,,,,,3.73,,,,0,,,,0,0.25,0.3,0.06,,,,,,,1.29,,32.26,,,,,,,,,,0.65,,,,,,,63.23,
Majoritarian Precinct,27,57.02-27,297,71.74,,,,,2.3,,,,0,,,,0,0.71,0.33,0.19,,,,,,,1.01,,39.73,,,,,,,,,,0.0,,,,,,,58.92,
Majoritarian Precinct,28,57.02-28,37,74.0,,,,,9.76,,,,0,,,,0,0.15,0.01,0.01,,,,,,,0.0,,43.24,,,,,,,,,,0.0,,,,,,,51.35,
Majoritarian Precinct,21,57.03-21,524,58.74,,,,,3.32,,,,0,,,,0,1.0,0.72,0.49,,,,,,,8.59,,44.27,,,,,,,,,,0.19,,,,,,,46.76,
Majoritarian Precinct,22,57.03-22,278,62.05,,,,,1.42,,,,0,,,,0,0.62,0.35,0.16,,,,,,,3.24,,20.86,,,,,,,,,,0.0,,,,,,,75.9,
Majoritarian Precinct,23,57.03-23,246,57.75,,,,,4.65,,,,0,,,,0,0.52,0.35,0.15,,,,,,,13.01,,16.67,,,,,,,,,,0.41,,,,,,,69.11,
Majoritarian Precinct,9,57.04-9,302,54.22,,,,,2.58,,,,0,,,,0,0.75,0.22,0.36,,,,,,,27.48,,21.85,,,2.32,,,,,,,0.33,,,,,,,46.36,
Majoritarian Precinct,10,57.04-10,153,48.27,,,,,6.71,,,,0,,,,0,0.27,0.22,0.19,,,,,,,22.88,,25.49,,,7.19,,,,,,,1.96,,,,,,,39.87,
Majoritarian Precinct,11,57.04-11,213,49.42,,,,,1.84,,,,0,,,,0,0.42,0.26,0.22,,,,,,,16.9,,29.58,,,3.29,,,,,,,0.0,,,,,,,48.83,
Majoritarian Precinct,18,57.05-18,618,58.75,,,,,3.44,,,,0,,,,0,1.0,0.98,0.59,,,,,,,4.53,,39.64,,,18.28,,,,,,,0.16,,,,,,,37.22,
Majoritarian Precinct,19,57.05-19,86,71.67,,,,,2.27,,,,0,,,,0,0.17,0.13,0.05,,,,,,,8.14,,50.0,,,9.3,,,,,,,1.16,,,,,,,31.4,
Majoritarian Precinct,37,57.05-37,346,66.8,,,,,2.54,,,,0,,,,0,0.58,0.42,0.49,,,,,,,8.38,,34.68,,,14.16,,,,,,,0.0,,,,,,,41.62,
Majoritarian Precinct,12,57.06-12,306,56.77,,,,,5.26,,,,0,,,,0,0.79,0.37,0.12,,,,,,,8.17,,26.47,,,3.59,,,,,,,0.0,,,,,,,60.13,
Majoritarian Precinct,13,57.06-13,440,62.23,,,,,2.22,,,,0,,,,0,0.82,0.56,0.48,,,,,,,5.23,,25.68,,,5.23,,,,,,,0.23,,,,,,,62.95,
Majoritarian Precinct,14,57.06-14,186,62.21,,,,,3.13,,,,0,,,,0,0.38,0.27,0.11,,,,,,,17.2,,26.88,,,3.76,,,,,,,0.0,,,,,,,52.15,
Majoritarian Precinct,15,57.06-15,172,63.94,,,,,1.71,,,,0,,,,0,0.38,0.23,0.09,,,,,,,8.72,,9.3,,,4.65,,,,,,,2.33,,,,,,,72.09,
Majoritarian Precinct,29,57.07-29,366,56.39,,,,,3.17,,,,0,,,,0,0.67,0.51,0.36,,,,,,,6.56,,21.86,,,,,,,,,,0.82,,,,,,,70.49,
Majoritarian Precinct,30,57.07-30,90,62.5,,,,,3.23,,,,0,,,,0,0.24,0.1,0.03,,,,,,,17.78,,5.56,,,,,,,,,,0.0,,,,,,,74.44,
Majoritarian Precinct,20,57.08-20,383,62.07,,,,,1.03,,,,0,,,,0,0.49,0.76,0.23,,,,,,,7.83,,14.1,,,,,,,,,,0.26,,,,,,,77.81,
Majoritarian Precinct,16,57.09-16,290,62.37,,,,,3.01,,,,0,,,,0,0.53,0.37,0.33,,,,,,,12.41,,22.76,,,12.41,,,,,,,0.34,,,,,,,51.72,
Majoritarian Precinct,17,57.09-17,156,60.23,,,,,2.5,,,,0,,,,0,0.2,0.24,0.22,,,,,,,7.69,,27.56,,,1.92,,,,,,,0.0,,,,,,,60.9,
Majoritarian Precinct,24,57.10-24,180,79.65,,,,,1.64,,,,0,,,,0,0.36,0.25,0.12,,,,,,,7.78,,34.44,,,,,,,,,,0.0,,,,,,,57.78,
Majoritarian Precinct,25,57.10-25,182,53.22,,,,,5.21,,,,0,,,,0,0.47,0.23,0.05,,,,,,,8.24,,17.03,,,,,,,,,,0.0,,,,,,,74.73,
Majoritarian Precinct,1,58.01.01-1,404,54.3,,,,,3.58,,,,0,,,,0,0.58,0.68,0.42,,,,,,,4.95,10.4,25.99,,,4.21,,1.24,,,,,,,,,,,,51.73,
Majoritarian Precinct,7,58.01.01-7,354,37.22,,,,,3.8,,,,0,,,,0,0.8,0.44,0.24,,,,,,,11.3,11.86,26.84,,,2.82,,0.85,,,,,,,,,,,,45.48,
Majoritarian Precinct,53,58.01.01-53,161,29.98,,,,,3.01,,,,0,,,,0,0.33,0.21,0.14,,,,,,,6.21,5.59,55.28,,,1.86,,0.62,,,,,,,,,,,,30.43,
Majoritarian Precinct,54,58.01.01-54,127,34.32,,,,,6.62,,,,0,,,,0,0.28,0.18,0.08,,,,,,,16.54,20.47,33.07,,,0.0,,2.36,,,,,,,,,,,,27.56,
Majoritarian Precinct,55,58.01.01-55,223,33.58,,,,,5.51,,,,0,,,,0,0.48,0.28,0.2,,,,,,,8.97,13.9,26.46,,,2.24,,1.35,,,,,,,,,,,,46.64,
Majoritarian Precinct,59,58.01.01-59,374,46.17,,,,,6.03,,,,0,,,,0,0.95,0.33,0.39,,,,,,,10.43,16.58,22.19,,,1.6,,1.07,,,,,,,,,,,,46.79,
Majoritarian Precinct,4,58.01.02-4,447,37.16,,,,,8.21,,,,0,,,,0,0.7,0.8,0.43,,,,,,,11.63,7.16,31.77,,,,,,,,,,,,,,,,,48.55,
Majoritarian Precinct,5,58.01.02-5,264,33.0,,,,,5.38,,,,0,,,,0,0.46,0.42,0.24,,,,,,,9.09,5.68,20.83,,,,,,,,,,,,,,,,,63.64,
Majoritarian Precinct,6,58.01.02-6,369,41.18,,,,,3.4,,,,0,,,,0,0.66,0.55,0.32,,,,,,,13.28,7.05,33.06,,,,,,,,,,,,,,,,,43.63,
Majoritarian Precinct,56,58.01.02-56,313,42.24,,,,,5.15,,,,0,,,,0,0.65,0.35,0.39,,,,,,,13.42,7.67,29.71,,,,,,,,,,,,,,,,,48.88,
Majoritarian Precinct,61,58.01.02-61,502,40.81,,,,,3.65,,,,0,,,,0,0.71,0.83,0.56,,,,,,,8.17,11.35,18.92,,,,,,,,,,,,,,,,,61.35,
Majoritarian Precinct,2,58.01.03-2,504,39.22,,,,,3.08,,,,0,,,,0,0.9,0.72,0.48,,,,,,,4.96,7.94,23.41,,,,,4.96,,,,,,,,,,,,58.53,
Majoritarian Precinct,3,58.01.03-3,516,41.55,,,,,5.32,,,,0,,,,0,0.82,0.87,0.49,,,,,,,6.59,11.43,23.84,,,,,2.91,,,,,,,,,,,,54.07,
Majoritarian Precinct,57,58.01.03-57,129,33.95,,,,,4.44,,,,0,,,,0,0.29,0.14,0.13,,,,,,,10.85,9.3,34.88,,,,,1.55,,,,,,,,,,,,38.76,
Majoritarian Precinct,58,58.01.03-58,72,38.1,,,,,6.49,,,,0,,,,0,0.14,0.12,0.04,,,,,,,12.5,8.33,31.94,,,,,0.0,,,,,,,,,,,,45.83,
Majoritarian Precinct,60,58.01.03-60,434,39.24,,,,,5.24,,,,0,,,,0,0.87,0.56,0.46,,,,,,,9.68,5.99,31.11,,,,,2.3,,,,,,,,,,,,50.69,
Majoritarian Precinct,8,58.02-8,503,39.21,,,,,3.27,,,,0,,,,0,0.86,0.78,0.44,,,,,,,1.99,0.4,67.99,,,,,,,,,,,,,,,,,29.62,
Majoritarian Precinct,9,58.02-9,515,45.02,,,,,2.83,,,,0,,,,0,0.74,0.81,0.61,,,,,,,19.42,1.36,17.09,,,,,,,,,,,,,,,,,62.14,
Majoritarian Precinct,10,58.02-10,195,36.65,,,,,2.5,,,,0,,,,0,0.33,0.27,0.22,,,,,,,22.05,2.56,33.33,,,,,,,,,,,,,,,,,42.05,
Majoritarian Precinct,63,58.02-63,377,61.5,,,,,2.58,,,,0,,,,0,0.48,0.41,0.83,,,,,,,9.81,0.27,30.5,,,,,,,,,,,,,,,,,49.34,
Majoritarian Precinct,11,58.03-11,466,42.91,,,,,4.9,,,,0,,,,0,0.62,0.73,0.68,,,,,,,16.31,1.93,31.12,,,2.15,,,,,,,,,,,,,,48.5,
Majoritarian Precinct,12,58.03-12,238,52.54,,,,,1.24,,,,0,,,,0,0.62,0.19,0.21,,,,,,,7.14,3.36,31.93,,,1.68,,,,,,,,,,,,,,54.62,
Majoritarian Precinct,13,58.03-13,344,46.24,,,,,6.27,,,,0,,,,0,0.61,0.52,0.36,,,,,,,14.24,2.33,22.38,,,2.91,,,,,,,,,,,,,,57.27,
Majoritarian Precinct,64,58.03-64,195,57.18,,,,,6.7,,,,0,,,,0,0.44,0.23,0.19,,,,,,,10.26,1.54,22.56,,,0.51,,,,,,,,,,,,,,65.13,
Majoritarian Precinct,14,58.04-14,460,36.22,,,,,6.12,,,,0,,,,0,0.83,0.63,0.56,,,,,,,15.22,4.13,22.61,,,4.78,,,,,,,,,,,,,,53.26,
Majoritarian Precinct,15,58.04-15,486,34.96,,,,,3.38,,,,0,,,,0,0.75,0.72,0.6,,,,,,,5.76,5.56,41.77,,,3.09,,,,,,,,,,,,,,42.39,
Majoritarian Precinct,16,58.04-16,313,47.42,,,,,2.49,,,,0,,,,0,0.65,0.45,0.17,,,,,,,41.53,1.92,12.14,,,0.64,,,,,,,,,,,,,,42.81,
Majoritarian Precinct,65,58.04-65,398,45.33,,,,,2.21,,,,0,,,,0,0.65,0.65,0.32,,,,,,,34.92,1.51,16.83,,,0.75,,,,,,,,,,,,,,44.97,
Majoritarian Precinct,17,58.05-17,107,58.79,,,,,3.6,,,,0,,,,0,0.26,0.14,0.04,,,,,,,,0.0,12.15,,,1.87,,0.0,,,,,,,,,,,,43.93,42.06
Majoritarian Precinct,18,58.05-18,232,53.09,,,,,4.13,,,,0,,,,0,0.43,0.39,0.13,,,,,,,,1.29,19.4,,,4.74,,0.0,,,,,,,,,,,,52.59,21.98
Majoritarian Precinct,19,58.06-19,365,47.16,,,,,4.45,,,,0,,,,0,0.38,0.76,0.34,,,,,,,8.49,4.66,29.59,,,,,,,,,,,,,,,,,57.26,
Majoritarian Precinct,20,58.06-20,388,44.24,,,,,2.27,,,,0,,,,0,0.69,0.56,0.35,,,,,,,9.28,23.45,23.97,,,,,,,,,,,,,,,,,43.04,
Majoritarian Precinct,21,58.06-21,499,38.15,,,,,2.92,,,,0,,,,0,0.85,0.75,0.47,,,,,,,9.22,6.41,27.25,,,,,,,,,,,,,,,,,57.11,
Majoritarian Precinct,22,58.06-22,447,46.61,,,,,3.66,,,,0,,,,0,0.71,0.78,0.33,,,,,,,31.99,3.8,23.71,,,,,,,,,,,,,,,,,40.27,
Majoritarian Precinct,23,58.07-23,126,65.29,,,,,7.35,,,,0,,,,0,0.27,0.21,0.04,,,,,,,,,56.35,,,,,,,,,,,,,,,,,43.65,
Majoritarian Precinct,24,58.07-24,148,61.92,,,,,0.67,,,,0,,,,0,0.38,0.15,0.07,,,,,,,,,15.54,,,,,,,,,,,,,,,,,83.78,
Majoritarian Precinct,25,58.08-25,602,55.95,,,,,2.27,,,,0,,,,0,0.73,0.86,1.01,,,,,,,14.62,1.5,35.38,,,3.32,,1.16,,,,,,,,,,,,44.02,
Majoritarian Precinct,26,58.08-26,287,54.46,,,,,5.28,,,,0,,,,0,0.45,0.45,0.34,,,,,,,9.06,8.71,35.19,,,2.44,,0.35,,,,,,,,,,,,44.25,
Majoritarian Precinct,27,58.08-27,106,45.69,,,,,4.5,,,,0,,,,0,0.21,0.15,0.09,,,,,,,13.21,52.83,6.6,,,0.94,,0.0,,,,,,,,,,,,24.53,
Majoritarian Precinct,28,58.09-28,75,53.57,,,,,1.32,,,,0,,,,0,0.15,0.12,0.02,,,,,,,13.33,5.33,21.33,,,6.67,,,,,,,,,,,,,,53.33,
Majoritarian Precinct,29,58.09-29,148,51.21,,,,,1.99,,,,0,,,,0,0.44,0.1,0.09,,,,,,,18.24,8.78,12.84,,,4.05,,,,,,,,,,,,,,56.08,
Majoritarian Precinct,30,58.09-30,370,56.23,,,,,1.6,,,,0,,,,0,0.75,0.51,0.24,,,,,,,11.08,8.38,19.73,,,1.08,,,,,,,,,,,,,,59.19,
Majoritarian Precinct,31,58.09-31,203,53.28,,,,,5.14,,,,0,,,,0,0.48,0.26,0.12,,,,,,,44.34,6.4,7.39,,,5.42,,,,,,,,,,,,,,35.96,
Majoritarian Precinct,32,58.09-32,134,63.51,,,,,3.6,,,,0,,,,0,0.34,0.11,0.13,,,,,,,11.94,8.21,29.1,,,5.97,,,,,,,,,,,,,,44.78,
Majoritarian Precinct,33,58.10-33,324,40.91,,,,,2.99,,,,0,,,,0,0.42,0.51,0.46,,,,,,,7.1,4.01,9.88,,,6.17,,,,,,,,,,,,,,72.84,
Majoritarian Precinct,66,58.10-66,409,47.78,,,,,2.62,,,,0,,,,0,0.56,0.68,0.44,,,,,,,3.42,16.38,22.98,,,9.29,,,,,,,,,,,,,,47.68,
Majoritarian Precinct,34,58.11-34,508,40.97,,,,,4.15,,,,0,,,,0,0.59,0.85,0.73,,,,,,,13.19,4.92,18.11,,,45.28,,,,,,,,,,,,,,18.5,
Majoritarian Precinct,35,58.11-35,531,54.8,,,,,0.75,,,,0,,,,0,0.67,0.87,0.62,,,,,,,1.69,13.75,8.47,,,4.14,,,,,,,,,,,,,,71.94,
Majoritarian Precinct,36,58.12-36,518,47.92,,,,,3.0,,,,0,,,,0,1.0,0.66,0.53,,,,,,,9.85,14.48,32.82,,,1.93,,,,,,,,,,,,,,40.73,
Majoritarian Precinct,37,58.12-37,227,60.21,,,,,3.81,,,,0,,,,0,0.43,0.31,0.23,,,,,,,5.29,8.81,54.63,,,1.76,,,,,,,,,,,,,,29.52,
Majoritarian Precinct,38,58.12-38,166,51.88,,,,,3.49,,,,0,,,,0,0.29,0.21,0.22,,,,,,,9.04,2.41,34.34,,,1.2,,,,,,,,,,,,,,52.41,
Majoritarian Precinct,39,58.12-39,85,73.28,,,,,0.0,,,,0,,,,0,0.17,0.11,0.07,,,,,,,5.88,5.88,23.53,,,2.35,,,,,,,,,,,,,,62.35,
