Event, Shape Type, en: Indicator Type, en: Parent Indicator Name, en: Indicator Name, ka: Indicator Name, Visible,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color
2014 Local Election - Majoritarian,Country,Results,,Georgian Dream,ქართული ოცნება,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,United Opposition,გაერთიანებული ოპოზიცია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,Non-Parliamentary Opposition,არასაპარლამენტო ოპოზიცია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,Armed Veterans Patriots,საქართველოს ძალოვან ვეტერანთა და პატრიოტთა პოლიტიკური მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,Greens Party,მწვანეთა პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,In the Name of the Lord,უფლის სახელით,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,Alliance of Patriots,საქართველოს პატრიოტთა ალიანსი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,Self-governance to People,თვითმმართველობა ხალხს,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,Reformers,რეფორმატორები,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,Our Georgia,ჩვენი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,Georgian Party,ქართული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,Christian Democrats,ქრისტიან დემოკრატები,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,Unity Hall,ერთიანობის დარბაზი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,Way of Georgia,საქართველოს გზა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Country,Results,,Party of People,სახალხო პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Other,Total Voter Turnout (#),Total Voter Turnout (#),ამომრჩეველთა აქტივობა (#),true,0,0,,0-50000,0-50000,,50000-100000,50000-100000,,100000-150000,100000-150000,,150000-200000,150000-200000,,200000-300000,200000-300000,,300000-400000,300000-400000,,400000-500000,400000-500000,,>500000,>500000,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,Total Voter Turnout (%),Total Voter Turnout (%),ამომრჩეველთა აქტივობა (%),true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Other,Precincts Reported (#),Precincts Reported (#),უბნებმა მოგვაწოდეს ინფორმაცია (#),true,0,0,,0-750,0-750,,750-1500,750-1500,,1500-2250,1500-2250,,2250-3000,2250-3000,,3000-3750,3000-3750,,>3750,>3750,,,,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,Precincts Reported (%),Precincts Reported (%),უბნებმა მოგვაწოდეს ინფორმაცია (%),false,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Other,Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (08:00-12:00),"უბნების რაოდენობა, სადაც ხმის მიცემა წუთში > 2 (08:00-12:00)",false,0,0,,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,,,,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (12:00-17:00),"უბნების რაოდენობა, სადაც ხმის მიცემა წუთში > 2 (12:00-17:00)",false,0,0,,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,,,,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2 (17:00-20:00),"უბნების რაოდენობა, სადაც ხმის მიცემა წუთში > 2 (17:00-20:00)",false,0,0,,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,,,,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,Number of Precincts with votes per minute > 2,Number of Precincts with votes per minute > 2,"უბნების რაოდენობა, სადაც ხმის მიცემა წუთში > 2",true,0,0,,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,,,,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 0-1%,"უბნების რაოდენობა, სადაც ბათილი ბიულეტინები შეადგენს 0-1%",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 1-3%,"უბნების რაოდენობა, სადაც ბათილი ბიულეტინები შეადგენს 1-3%",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots from 3-5%,"უბნების რაოდენობა, სადაც ბათილი ბიულეტინები შეადგენს 3-5%",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,Number of Precincts with Invalid Ballots > 5%,Number of Precincts with Invalid Ballots > 5%,"უბნების რაოდენობა, სადაც ბათილი ბიულეტინები > 5%",true,0-10,0-10,,10-20,10-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,>50,>50,,,,,,,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,Precincts with More Ballots Than Votes (%),Precincts with More Ballots Than Votes (%),საარჩევნო უბნები ხმებზე მეტი ბიულეტენებით (%),true,0,0,#93BE96,0-10,0-10,#DD776B,10-30,10-30,#BD160D,>30,>30,#8A050A,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (#),საარჩევნო უბნები ხმებზე მეტი ბიულეტენებით (#),false,0,0,,0-10,0-10,,10-20,10-20,,20-50,20-50,,50-100,50-100,,100-150,100-150,,150-200,150-200,,>200,>200,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,More Ballots Than Votes (Average),More Ballots Than Votes (Average),ხმებზე მეტი ბიულეტენები (საშუალო),false,0,0,,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,,,,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,Precincts with More Votes Than Ballots (%),Precincts with More Votes Than Ballots (%),საარჩევნო უბნები ბიულეტენებზე მეტი ხმების რაოდენობით (%),true,0,0,#93BE96,0-10,0-10,#DD776B,10-30,10-30,#BD160D,>30,>30,#8A050A,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,Precincts with More Votes Than Ballots (#),Precincts with More Votes Than Ballots (#),საარჩევნო უბნები ბიულეტენებზე მეტი ხმების რაოდენობით (#),false,0,0,,0-10,0-10,,10-20,10-20,,20-50,20-50,,50-100,50-100,,100-150,100-150,,150-200,150-200,,>200,>200,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Other,More Votes Than Ballots (Average),More Votes Than Ballots (Average),ბიულეტენებზე მეტი ხმები (საშუალო),false,0,0,,0-2,0-2,,2-4,2-4,,4-6,4-6,,6-8,6-8,,8-10,8-10,,>10,>10,,,,,,,,,,,,,,,,,,,
2014 Local Election - Majoritarian,Region,Results,Freedom Party,Freedom Party,თავისუფლება,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Future Georgia,Future Georgia,მომავალი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Labour,Labour,ლეიბორისტული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,National Democratic Party of Georgia,National Democratic Party of Georgia,საქართველოს ეროვნულ-დემოკრატიული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,United National Movement,United National Movement,ნაც. მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,People's Party,People's Party,სახალხო პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Merab Kostava Society,Merab Kostava Society,მერაბ კოსტავას საზოგადოება,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Labour Council of Georgia,Labour Council of Georgia,საქართველოს მშრომელთა საბჭო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Georgian Dream,Georgian Dream,ქართული ოცნება,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,United Opposition,United Opposition,გაერთიანებული ოპოზიცია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Non-Parliamentary Opposition,Non-Parliamentary Opposition,არასაპარლამენტო ოპოზიცია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Armed Veterans Patriots,Armed Veterans Patriots,საქართველოს ძალოვან ვეტერანთა და პატრიოტთა პოლიტიკური მოძრაობა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Greens Party,Greens Party,მწვანეთა პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,In the Name of the Lord,In the Name of the Lord,უფლის სახელით,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Alliance of Patriots,Alliance of Patriots,საქართველოს პატრიოტთა ალიანსი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Self-governance to People,Self-governance to People,თვითმმართველობა ხალხს,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Reformers,Reformers,რეფორმატორები,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Our Georgia,Our Georgia,ჩვენი საქართველო,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Georgian Party,Georgian Party,ქართული პარტია,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Christian Democrats,Christian Democrats,ქრისტიან დემოკრატები,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Unity Hall,Unity Hall,ერთიანობის დარბაზი,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
2014 Local Election - Majoritarian,Region,Results,Way of Georgia,Way of Georgia,საქართველოს გზა,true,0-5,0-5,,5-10,5-10,,10-15,10-15,,15-20,15-20,,20-30,20-30,,30-40,30-40,,40-50,40-50,,50-60,50-60,,60-70,60-70,,70-80,70-80,,80-90,80-90,,90-100,90-100,,>100,>100,
